,Acc,Transform Type,Model,Structured,Mu
14,0.9022499999999999,Geometric,GCN,True,0.7368421052631579
15,0.8821249999999999,Geometric,GCN,True,0.7894736842105263
16,0.8953749999999999,Geometric,GCN,True,0.8421052631578947
17,0.8912500000000001,Geometric,GCN,True,0.894736842105263
18,0.9025000000000001,Geometric,GCN,True,0.9473684210526315
19,0.9019999999999999,Geometric,GCN,True,1.0
0,0.78075,Geometric,GCN,False,0.0
1,0.947125,Geometric,GCN,False,0.05263157894736842
2,0.9903749999999999,Geometric,GCN,False,0.10526315789473684
3,0.9974999999999999,Geometric,GCN,False,0.15789473684210525
4,0.999,Geometric,GCN,False,0.21052631578947367
5,0.9995,Geometric,GCN,False,0.2631578947368421
6,0.99975,Geometric,GCN,False,0.3157894736842105
7,0.999625,Geometric,GCN,False,0.3684210526315789
8,0.99975,Geometric,GCN,False,0.42105263157894735
9,0.9996250000000002,Geometric,GCN,False,0.47368421052631576
10,0.9995,Geometric,GCN,False,0.5263157894736842
11,1.0,Geometric,GCN,False,0.5789473684210527
12,0.999625,Geometric,GCN,False,0.631578947368421
13,1.0,Geometric,GCN,False,0.6842105263157894
14,0.99975,Geometric,GCN,False,0.7368421052631579
15,1.0,Geometric,GCN,False,0.7894736842105263
16,1.0,Geometric,GCN,False,0.8421052631578947
17,0.999875,Geometric,GCN,False,0.894736842105263
18,1.0,Geometric,GCN,False,0.9473684210526315
19,0.9998750000000001,Geometric,GCN,False,1.0
0,0.7147500000000001,Geometric,GCN,True,0.0
1,0.7230000000000001,Geometric,GCN,True,0.05263157894736842
2,0.755375,Geometric,GCN,True,0.10526315789473684
3,0.7925,Geometric,GCN,True,0.15789473684210525
4,0.819125,Geometric,GCN,True,0.21052631578947367
5,0.8035,Geometric,GCN,True,0.2631578947368421
6,0.8435,Geometric,GCN,True,0.3157894736842105
7,0.8393749999999999,Geometric,GCN,True,0.3684210526315789
8,0.86425,Geometric,GCN,True,0.42105263157894735
9,0.88275,Geometric,GCN,True,0.47368421052631576
10,0.871875,Geometric,GCN,True,0.5263157894736842
11,0.8952499999999999,Geometric,GCN,True,0.5789473684210527
12,0.9019999999999999,Geometric,GCN,True,0.631578947368421
13,0.8953750000000001,Geometric,GCN,True,0.6842105263157894
14,0.9022499999999999,Geometric,GCN,True,0.7368421052631579
15,0.8821249999999999,Geometric,GCN,True,0.7894736842105263
16,0.8953749999999999,Geometric,GCN,True,0.8421052631578947
17,0.8912500000000001,Geometric,GCN,True,0.894736842105263
18,0.9025000000000001,Geometric,GCN,True,0.9473684210526315
19,0.9019999999999999,Geometric,GCN,True,1.0
0,0.5072500000000001,Heirarchical,GCN,False,0.0
1,0.5791250000000001,Heirarchical,GCN,False,0.05263157894736842
2,0.695125,Heirarchical,GCN,False,0.10526315789473684
3,0.74775,Heirarchical,GCN,False,0.15789473684210525
4,0.7865,Heirarchical,GCN,False,0.21052631578947367
5,0.8184999999999999,Heirarchical,GCN,False,0.2631578947368421
6,0.8454999999999998,Heirarchical,GCN,False,0.3157894736842105
7,0.851625,Heirarchical,GCN,False,0.3684210526315789
8,0.8564999999999999,Heirarchical,GCN,False,0.42105263157894735
9,0.8688750000000001,Heirarchical,GCN,False,0.47368421052631576
10,0.883,Heirarchical,GCN,False,0.5263157894736842
11,0.8786250000000001,Heirarchical,GCN,False,0.5789473684210527
12,0.8785000000000001,Heirarchical,GCN,False,0.631578947368421
13,0.8811250000000002,Heirarchical,GCN,False,0.6842105263157894
14,0.88425,Heirarchical,GCN,False,0.7368421052631579
15,0.8835,Heirarchical,GCN,False,0.7894736842105263
16,0.88575,Heirarchical,GCN,False,0.8421052631578947
17,0.8841249999999998,Heirarchical,GCN,False,0.894736842105263
18,0.8899999999999999,Heirarchical,GCN,False,0.9473684210526315
19,0.890875,Heirarchical,GCN,False,1.0
0,0.64425,Heirarchical,GCN,True,0.0
1,0.6521250000000001,Heirarchical,GCN,True,0.05263157894736842
2,0.692,Heirarchical,GCN,True,0.10526315789473684
3,0.6987500000000001,Heirarchical,GCN,True,0.15789473684210525
4,0.7344999999999999,Heirarchical,GCN,True,0.21052631578947367
5,0.75225,Heirarchical,GCN,True,0.2631578947368421
6,0.7688750000000001,Heirarchical,GCN,True,0.3157894736842105
7,0.787625,Heirarchical,GCN,True,0.3684210526315789
8,0.810125,Heirarchical,GCN,True,0.42105263157894735
9,0.8241249999999999,Heirarchical,GCN,True,0.47368421052631576
10,0.8387499999999999,Heirarchical,GCN,True,0.5263157894736842
11,0.8495000000000001,Heirarchical,GCN,True,0.5789473684210527
12,0.8521249999999998,Heirarchical,GCN,True,0.631578947368421
13,0.85875,Heirarchical,GCN,True,0.6842105263157894
14,0.8634999999999999,Heirarchical,GCN,True,0.7368421052631579
15,0.868375,Heirarchical,GCN,True,0.7894736842105263
16,0.874625,Heirarchical,GCN,True,0.8421052631578947
17,0.8876249999999999,Heirarchical,GCN,True,0.894736842105263
18,0.8875,Heirarchical,GCN,True,0.9473684210526315
19,0.8706249999999999,Heirarchical,GCN,True,1.0
0,0.5072500000000001,Heirarchical,GCN,False,0.0
1,0.5791250000000001,Heirarchical,GCN,False,0.05263157894736842
2,0.695125,Heirarchical,GCN,False,0.10526315789473684
3,0.74775,Heirarchical,GCN,False,0.15789473684210525
4,0.7865,Heirarchical,GCN,False,0.21052631578947367
5,0.8184999999999999,Heirarchical,GCN,False,0.2631578947368421
6,0.8454999999999998,Heirarchical,GCN,False,0.3157894736842105
7,0.851625,Heirarchical,GCN,False,0.3684210526315789
8,0.8564999999999999,Heirarchical,GCN,False,0.42105263157894735
9,0.8688750000000001,Heirarchical,GCN,False,0.47368421052631576
10,0.883,Heirarchical,GCN,False,0.5263157894736842
11,0.8786250000000001,Heirarchical,GCN,False,0.5789473684210527
12,0.8785000000000001,Heirarchical,GCN,False,0.631578947368421
13,0.8811250000000002,Heirarchical,GCN,False,0.6842105263157894
14,0.88425,Heirarchical,GCN,False,0.7368421052631579
15,0.8835,Heirarchical,GCN,False,0.7894736842105263
16,0.88575,Heirarchical,GCN,False,0.8421052631578947
17,0.8841249999999998,Heirarchical,GCN,False,0.894736842105263
18,0.8899999999999999,Heirarchical,GCN,False,0.9473684210526315
19,0.890875,Heirarchical,GCN,False,1.0
0,0.64425,Heirarchical,GCN,True,0.0
1,0.6521250000000001,Heirarchical,GCN,True,0.05263157894736842
2,0.692,Heirarchical,GCN,True,0.10526315789473684
3,0.6987500000000001,Heirarchical,GCN,True,0.15789473684210525
4,0.7344999999999999,Heirarchical,GCN,True,0.21052631578947367
5,0.75225,Heirarchical,GCN,True,0.2631578947368421
6,0.7688750000000001,Heirarchical,GCN,True,0.3157894736842105
7,0.787625,Heirarchical,GCN,True,0.3684210526315789
8,0.810125,Heirarchical,GCN,True,0.42105263157894735
9,0.8241249999999999,Heirarchical,GCN,True,0.47368421052631576
10,0.8387499999999999,Heirarchical,GCN,True,0.5263157894736842
11,0.8495000000000001,Heirarchical,GCN,True,0.5789473684210527
12,0.8521249999999998,Heirarchical,GCN,True,0.631578947368421
13,0.85875,Heirarchical,GCN,True,0.6842105263157894
14,0.8634999999999999,Heirarchical,GCN,True,0.7368421052631579
15,0.868375,Heirarchical,GCN,True,0.7894736842105263
16,0.874625,Heirarchical,GCN,True,0.8421052631578947
17,0.8876249999999999,Heirarchical,GCN,True,0.894736842105263
18,0.8875,Heirarchical,GCN,True,0.9473684210526315
19,0.8706249999999999,Heirarchical,GCN,True,1.0
0,0.5072500000000001,Heirarchical,GCN,False,0.0
1,0.5791250000000001,Heirarchical,GCN,False,0.05263157894736842
2,0.695125,Heirarchical,GCN,False,0.10526315789473684
3,0.74775,Heirarchical,GCN,False,0.15789473684210525
4,0.7865,Heirarchical,GCN,False,0.21052631578947367
5,0.8184999999999999,Heirarchical,GCN,False,0.2631578947368421
6,0.8454999999999998,Heirarchical,GCN,False,0.3157894736842105
7,0.851625,Heirarchical,GCN,False,0.3684210526315789
8,0.8564999999999999,Heirarchical,GCN,False,0.42105263157894735
9,0.8688750000000001,Heirarchical,GCN,False,0.47368421052631576
10,0.883,Heirarchical,GCN,False,0.5263157894736842
11,0.8786250000000001,Heirarchical,GCN,False,0.5789473684210527
12,0.8785000000000001,Heirarchical,GCN,False,0.631578947368421
13,0.8811250000000002,Heirarchical,GCN,False,0.6842105263157894
14,0.88425,Heirarchical,GCN,False,0.7368421052631579
15,0.8835,Heirarchical,GCN,False,0.7894736842105263
16,0.88575,Heirarchical,GCN,False,0.8421052631578947
17,0.8841249999999998,Heirarchical,GCN,False,0.894736842105263
18,0.8899999999999999,Heirarchical,GCN,False,0.9473684210526315
19,0.890875,Heirarchical,GCN,False,1.0
0,0.64425,Heirarchical,GCN,True,0.0
1,0.6521250000000001,Heirarchical,GCN,True,0.05263157894736842
2,0.692,Heirarchical,GCN,True,0.10526315789473684
3,0.6987500000000001,Heirarchical,GCN,True,0.15789473684210525
4,0.7344999999999999,Heirarchical,GCN,True,0.21052631578947367
5,0.75225,Heirarchical,GCN,True,0.2631578947368421
6,0.7688750000000001,Heirarchical,GCN,True,0.3157894736842105
7,0.787625,Heirarchical,GCN,True,0.3684210526315789
8,0.810125,Heirarchical,GCN,True,0.42105263157894735
9,0.8241249999999999,Heirarchical,GCN,True,0.47368421052631576
10,0.8387499999999999,Heirarchical,GCN,True,0.5263157894736842
11,0.8495000000000001,Heirarchical,GCN,True,0.5789473684210527
12,0.8521249999999998,Heirarchical,GCN,True,0.631578947368421
13,0.85875,Heirarchical,GCN,True,0.6842105263157894
14,0.8634999999999999,Heirarchical,GCN,True,0.7368421052631579
15,0.868375,Heirarchical,GCN,True,0.7894736842105263
16,0.874625,Heirarchical,GCN,True,0.8421052631578947
17,0.8876249999999999,Heirarchical,GCN,True,0.894736842105263
18,0.8875,Heirarchical,GCN,True,0.9473684210526315
19,0.8706249999999999,Heirarchical,GCN,True,1.0
0,0.5115,Triadic,GCN,False,0.0
1,0.5567500000000001,Triadic,GCN,False,0.05263157894736842
2,0.630375,Triadic,GCN,False,0.10526315789473684
3,0.664,Triadic,GCN,False,0.15789473684210525
4,0.7423750000000001,Triadic,GCN,False,0.21052631578947367
5,0.79225,Triadic,GCN,False,0.2631578947368421
6,0.793125,Triadic,GCN,False,0.3157894736842105
7,0.7993750000000001,Triadic,GCN,False,0.3684210526315789
8,0.81225,Triadic,GCN,False,0.42105263157894735
9,0.822875,Triadic,GCN,False,0.47368421052631576
10,0.827,Triadic,GCN,False,0.5263157894736842
11,0.84575,Triadic,GCN,False,0.5789473684210527
12,0.8522500000000001,Triadic,GCN,False,0.631578947368421
13,0.859875,Triadic,GCN,False,0.6842105263157894
14,0.8602500000000001,Triadic,GCN,False,0.7368421052631579
15,0.8547499999999999,Triadic,GCN,False,0.7894736842105263
16,0.85725,Triadic,GCN,False,0.8421052631578947
17,0.8568749999999999,Triadic,GCN,False,0.894736842105263
18,0.8654999999999999,Triadic,GCN,False,0.9473684210526315
19,0.868125,Triadic,GCN,False,1.0
0,0.5113749999999999,Triadic,GCN,True,0.0
1,0.5595000000000001,Triadic,GCN,True,0.05263157894736842
2,0.634125,Triadic,GCN,True,0.10526315789473684
3,0.671125,Triadic,GCN,True,0.15789473684210525
4,0.7445,Triadic,GCN,True,0.21052631578947367
5,0.7926249999999999,Triadic,GCN,True,0.2631578947368421
6,0.791625,Triadic,GCN,True,0.3157894736842105
7,0.8016249999999999,Triadic,GCN,True,0.3684210526315789
8,0.81775,Triadic,GCN,True,0.42105263157894735
9,0.827125,Triadic,GCN,True,0.47368421052631576
10,0.8357500000000002,Triadic,GCN,True,0.5263157894736842
11,0.83725,Triadic,GCN,True,0.5789473684210527
12,0.8578749999999999,Triadic,GCN,True,0.631578947368421
13,0.861375,Triadic,GCN,True,0.6842105263157894
14,0.8535,Triadic,GCN,True,0.7368421052631579
15,0.8633750000000001,Triadic,GCN,True,0.7894736842105263
16,0.8587499999999999,Triadic,GCN,True,0.8421052631578947
17,0.861125,Triadic,GCN,True,0.894736842105263
18,0.8666250000000002,Triadic,GCN,True,0.9473684210526315
19,0.8675,Triadic,GCN,True,1.0
0,0.5115,Triadic,GCN,False,0.0
1,0.5567500000000001,Triadic,GCN,False,0.05263157894736842
2,0.630375,Triadic,GCN,False,0.10526315789473684
3,0.664,Triadic,GCN,False,0.15789473684210525
4,0.7423750000000001,Triadic,GCN,False,0.21052631578947367
5,0.79225,Triadic,GCN,False,0.2631578947368421
6,0.793125,Triadic,GCN,False,0.3157894736842105
7,0.7993750000000001,Triadic,GCN,False,0.3684210526315789
8,0.81225,Triadic,GCN,False,0.42105263157894735
9,0.822875,Triadic,GCN,False,0.47368421052631576
10,0.827,Triadic,GCN,False,0.5263157894736842
11,0.84575,Triadic,GCN,False,0.5789473684210527
12,0.8522500000000001,Triadic,GCN,False,0.631578947368421
13,0.859875,Triadic,GCN,False,0.6842105263157894
14,0.8602500000000001,Triadic,GCN,False,0.7368421052631579
15,0.8547499999999999,Triadic,GCN,False,0.7894736842105263
16,0.85725,Triadic,GCN,False,0.8421052631578947
17,0.8568749999999999,Triadic,GCN,False,0.894736842105263
18,0.8654999999999999,Triadic,GCN,False,0.9473684210526315
19,0.868125,Triadic,GCN,False,1.0
0,0.5113749999999999,Triadic,GCN,True,0.0
1,0.5595000000000001,Triadic,GCN,True,0.05263157894736842
2,0.634125,Triadic,GCN,True,0.10526315789473684
3,0.671125,Triadic,GCN,True,0.15789473684210525
4,0.7445,Triadic,GCN,True,0.21052631578947367
5,0.7926249999999999,Triadic,GCN,True,0.2631578947368421
6,0.791625,Triadic,GCN,True,0.3157894736842105
7,0.8016249999999999,Triadic,GCN,True,0.3684210526315789
8,0.81775,Triadic,GCN,True,0.42105263157894735
9,0.827125,Triadic,GCN,True,0.47368421052631576
10,0.8357500000000002,Triadic,GCN,True,0.5263157894736842
11,0.83725,Triadic,GCN,True,0.5789473684210527
12,0.8578749999999999,Triadic,GCN,True,0.631578947368421
13,0.861375,Triadic,GCN,True,0.6842105263157894
14,0.8535,Triadic,GCN,True,0.7368421052631579
15,0.8633750000000001,Triadic,GCN,True,0.7894736842105263
16,0.8587499999999999,Triadic,GCN,True,0.8421052631578947
17,0.861125,Triadic,GCN,True,0.894736842105263
18,0.8666250000000002,Triadic,GCN,True,0.9473684210526315
19,0.8675,Triadic,GCN,True,1.0
0,0.5115,Triadic,GCN,False,0.0
1,0.5567500000000001,Triadic,GCN,False,0.05263157894736842
2,0.630375,Triadic,GCN,False,0.10526315789473684
3,0.664,Triadic,GCN,False,0.15789473684210525
4,0.7423750000000001,Triadic,GCN,False,0.21052631578947367
5,0.79225,Triadic,GCN,False,0.2631578947368421
6,0.793125,Triadic,GCN,False,0.3157894736842105
7,0.7993750000000001,Triadic,GCN,False,0.3684210526315789
8,0.81225,Triadic,GCN,False,0.42105263157894735
9,0.822875,Triadic,GCN,False,0.47368421052631576
10,0.827,Triadic,GCN,False,0.5263157894736842
11,0.84575,Triadic,GCN,False,0.5789473684210527
12,0.8522500000000001,Triadic,GCN,False,0.631578947368421
13,0.859875,Triadic,GCN,False,0.6842105263157894
14,0.8602500000000001,Triadic,GCN,False,0.7368421052631579
15,0.8547499999999999,Triadic,GCN,False,0.7894736842105263
16,0.85725,Triadic,GCN,False,0.8421052631578947
17,0.8568749999999999,Triadic,GCN,False,0.894736842105263
18,0.8654999999999999,Triadic,GCN,False,0.9473684210526315
19,0.868125,Triadic,GCN,False,1.0
0,0.5113749999999999,Triadic,GCN,True,0.0
1,0.5595000000000001,Triadic,GCN,True,0.05263157894736842
2,0.634125,Triadic,GCN,True,0.10526315789473684
3,0.671125,Triadic,GCN,True,0.15789473684210525
4,0.7445,Triadic,GCN,True,0.21052631578947367
5,0.7926249999999999,Triadic,GCN,True,0.2631578947368421
6,0.791625,Triadic,GCN,True,0.3157894736842105
7,0.8016249999999999,Triadic,GCN,True,0.3684210526315789
8,0.81775,Triadic,GCN,True,0.42105263157894735
9,0.827125,Triadic,GCN,True,0.47368421052631576
10,0.8357500000000002,Triadic,GCN,True,0.5263157894736842
11,0.83725,Triadic,GCN,True,0.5789473684210527
12,0.8578749999999999,Triadic,GCN,True,0.631578947368421
13,0.861375,Triadic,GCN,True,0.6842105263157894
14,0.8535,Triadic,GCN,True,0.7368421052631579
15,0.8633750000000001,Triadic,GCN,True,0.7894736842105263
16,0.8587499999999999,Triadic,GCN,True,0.8421052631578947
17,0.861125,Triadic,GCN,True,0.894736842105263
18,0.8666250000000002,Triadic,GCN,True,0.9473684210526315
19,0.8675,Triadic,GCN,True,1.0
0,0.9045000000000002,Geometric,GAT,False,0.0
1,0.9225,Geometric,GAT,False,0.05263157894736842
2,0.9662499999999999,Geometric,GAT,False,0.10526315789473684
3,0.961,Geometric,GAT,False,0.15789473684210525
4,0.9756250000000002,Geometric,GAT,False,0.21052631578947367
5,0.992625,Geometric,GAT,False,0.2631578947368421
6,0.994375,Geometric,GAT,False,0.3157894736842105
7,0.9963749999999999,Geometric,GAT,False,0.3684210526315789
8,0.99725,Geometric,GAT,False,0.42105263157894735
9,0.9969999999999999,Geometric,GAT,False,0.47368421052631576
10,0.996875,Geometric,GAT,False,0.5263157894736842
11,0.9998750000000001,Geometric,GAT,False,0.5789473684210527
12,0.99975,Geometric,GAT,False,0.631578947368421
13,0.99975,Geometric,GAT,False,0.6842105263157894
14,0.9994999999999999,Geometric,GAT,False,0.7368421052631579
15,0.999875,Geometric,GAT,False,0.7894736842105263
16,1.0,Geometric,GAT,False,0.8421052631578947
17,0.9948750000000001,Geometric,GAT,False,0.894736842105263
18,0.999625,Geometric,GAT,False,0.9473684210526315
19,0.999625,Geometric,GAT,False,1.0
0,0.6765,Geometric,GAT,True,0.0
1,0.703625,Geometric,GAT,True,0.05263157894736842
2,0.7466250000000001,Geometric,GAT,True,0.10526315789473684
3,0.778875,Geometric,GAT,True,0.15789473684210525
4,0.8025,Geometric,GAT,True,0.21052631578947367
5,0.8710000000000001,Geometric,GAT,True,0.2631578947368421
6,0.874375,Geometric,GAT,True,0.3157894736842105
7,0.91325,Geometric,GAT,True,0.3684210526315789
8,0.9149999999999998,Geometric,GAT,True,0.42105263157894735
9,0.9297500000000001,Geometric,GAT,True,0.47368421052631576
10,0.9375,Geometric,GAT,True,0.5263157894736842
11,0.9496249999999999,Geometric,GAT,True,0.5789473684210527
12,0.9501250000000001,Geometric,GAT,True,0.631578947368421
13,0.9497499999999999,Geometric,GAT,True,0.6842105263157894
14,0.9561250000000001,Geometric,GAT,True,0.7368421052631579
15,0.96175,Geometric,GAT,True,0.7894736842105263
16,0.9550000000000001,Geometric,GAT,True,0.8421052631578947
17,0.9652499999999999,Geometric,GAT,True,0.894736842105263
18,0.9593750000000002,Geometric,GAT,True,0.9473684210526315
19,0.96125,Geometric,GAT,True,1.0
0,0.9045000000000002,Geometric,GAT,False,0.0
1,0.9225,Geometric,GAT,False,0.05263157894736842
2,0.9662499999999999,Geometric,GAT,False,0.10526315789473684
3,0.961,Geometric,GAT,False,0.15789473684210525
4,0.9756250000000002,Geometric,GAT,False,0.21052631578947367
5,0.992625,Geometric,GAT,False,0.2631578947368421
6,0.994375,Geometric,GAT,False,0.3157894736842105
7,0.9963749999999999,Geometric,GAT,False,0.3684210526315789
8,0.99725,Geometric,GAT,False,0.42105263157894735
9,0.9969999999999999,Geometric,GAT,False,0.47368421052631576
10,0.996875,Geometric,GAT,False,0.5263157894736842
11,0.9998750000000001,Geometric,GAT,False,0.5789473684210527
12,0.99975,Geometric,GAT,False,0.631578947368421
13,0.99975,Geometric,GAT,False,0.6842105263157894
14,0.9994999999999999,Geometric,GAT,False,0.7368421052631579
15,0.999875,Geometric,GAT,False,0.7894736842105263
16,1.0,Geometric,GAT,False,0.8421052631578947
17,0.9948750000000001,Geometric,GAT,False,0.894736842105263
18,0.999625,Geometric,GAT,False,0.9473684210526315
19,0.999625,Geometric,GAT,False,1.0
0,0.6765,Geometric,GAT,True,0.0
1,0.703625,Geometric,GAT,True,0.05263157894736842
2,0.7466250000000001,Geometric,GAT,True,0.10526315789473684
3,0.778875,Geometric,GAT,True,0.15789473684210525
4,0.8025,Geometric,GAT,True,0.21052631578947367
5,0.8710000000000001,Geometric,GAT,True,0.2631578947368421
6,0.874375,Geometric,GAT,True,0.3157894736842105
7,0.91325,Geometric,GAT,True,0.3684210526315789
8,0.9149999999999998,Geometric,GAT,True,0.42105263157894735
9,0.9297500000000001,Geometric,GAT,True,0.47368421052631576
10,0.9375,Geometric,GAT,True,0.5263157894736842
11,0.9496249999999999,Geometric,GAT,True,0.5789473684210527
12,0.9501250000000001,Geometric,GAT,True,0.631578947368421
13,0.9497499999999999,Geometric,GAT,True,0.6842105263157894
14,0.9561250000000001,Geometric,GAT,True,0.7368421052631579
15,0.96175,Geometric,GAT,True,0.7894736842105263
16,0.9550000000000001,Geometric,GAT,True,0.8421052631578947
17,0.9652499999999999,Geometric,GAT,True,0.894736842105263
18,0.9593750000000002,Geometric,GAT,True,0.9473684210526315
19,0.96125,Geometric,GAT,True,1.0
0,0.9045000000000002,Geometric,GAT,False,0.0
1,0.9225,Geometric,GAT,False,0.05263157894736842
2,0.9662499999999999,Geometric,GAT,False,0.10526315789473684
3,0.961,Geometric,GAT,False,0.15789473684210525
4,0.9756250000000002,Geometric,GAT,False,0.21052631578947367
5,0.992625,Geometric,GAT,False,0.2631578947368421
6,0.994375,Geometric,GAT,False,0.3157894736842105
7,0.9963749999999999,Geometric,GAT,False,0.3684210526315789
8,0.99725,Geometric,GAT,False,0.42105263157894735
9,0.9969999999999999,Geometric,GAT,False,0.47368421052631576
10,0.996875,Geometric,GAT,False,0.5263157894736842
11,0.9998750000000001,Geometric,GAT,False,0.5789473684210527
12,0.99975,Geometric,GAT,False,0.631578947368421
13,0.99975,Geometric,GAT,False,0.6842105263157894
14,0.9994999999999999,Geometric,GAT,False,0.7368421052631579
15,0.999875,Geometric,GAT,False,0.7894736842105263
16,1.0,Geometric,GAT,False,0.8421052631578947
17,0.9948750000000001,Geometric,GAT,False,0.894736842105263
18,0.999625,Geometric,GAT,False,0.9473684210526315
19,0.999625,Geometric,GAT,False,1.0
0,0.6765,Geometric,GAT,True,0.0
1,0.703625,Geometric,GAT,True,0.05263157894736842
2,0.7466250000000001,Geometric,GAT,True,0.10526315789473684
3,0.778875,Geometric,GAT,True,0.15789473684210525
4,0.8025,Geometric,GAT,True,0.21052631578947367
5,0.8710000000000001,Geometric,GAT,True,0.2631578947368421
6,0.874375,Geometric,GAT,True,0.3157894736842105
7,0.91325,Geometric,GAT,True,0.3684210526315789
8,0.9149999999999998,Geometric,GAT,True,0.42105263157894735
9,0.9297500000000001,Geometric,GAT,True,0.47368421052631576
10,0.9375,Geometric,GAT,True,0.5263157894736842
11,0.9496249999999999,Geometric,GAT,True,0.5789473684210527
12,0.9501250000000001,Geometric,GAT,True,0.631578947368421
13,0.9497499999999999,Geometric,GAT,True,0.6842105263157894
14,0.9561250000000001,Geometric,GAT,True,0.7368421052631579
15,0.96175,Geometric,GAT,True,0.7894736842105263
16,0.9550000000000001,Geometric,GAT,True,0.8421052631578947
17,0.9652499999999999,Geometric,GAT,True,0.894736842105263
18,0.9593750000000002,Geometric,GAT,True,0.9473684210526315
19,0.96125,Geometric,GAT,True,1.0
0,0.507875,Heirarchical,GAT,False,0.0
1,0.5847499999999999,Heirarchical,GAT,False,0.05263157894736842
2,0.6759999999999999,Heirarchical,GAT,False,0.10526315789473684
3,0.748,Heirarchical,GAT,False,0.15789473684210525
4,0.7871249999999999,Heirarchical,GAT,False,0.21052631578947367
5,0.8322499999999999,Heirarchical,GAT,False,0.2631578947368421
